Telegram_ID,Offset,Variable_Name,Min,Max,Resolution,Unit,Comment
0x00C0,16,Error 1 end month,0,12,1,,"may be bigger than 12 if minutes since power on are stored here, see comment on offset 10"
0x00C0,17,Error 1 end hour,0,23,1,,"may be bigger than 23 if minutes since power on are stored here, see comment on offset 10"
0x00C0,18,Error 1 end day,0,31,1,,"may be bigger than 31 if minutes since power on are stored here, see comment on offset 10"
0x00C0,19,Error 1 end minute,0,59,1,,"Is 0 if offset 10 is 0 and a relative time is stored in offset 11-13"
0x00C0,20-39,Error 2,,,,,same as offset 0 ff. for error 1
0x00C0,40-59,Error 3,,,,,same as offset 0 ff. for error 1
0x00C0,60-79,Error 4,,,,,same as offset 0 ff. for error 1
0x00C0,80-99,Error 5,,,,,same as offset 0 ff. for error 1
0x00C0,100-119,Error 6,,,,,same as offset 0 ff. for error 1
0x00C0,120-139,Error 7,,,,,same as offset 0 ff. for error 1
0x00C0,140-159,Error 8,,,,,same as offset 0 ff. for error 1
0x00C0,160-179,Error 9,,,,,same as offset 0 ff. for error 1
0x00C0,180-199,Error 10,,,,,same as offset 0 ff. for error 1
0x00C2,0,Error 1 source address,0,127,1,,"if 0x00, then no error"
0x00C2,1,Error 1 module ID,0,255,1,,same as in telegram 0x02 offset 0
0x00C2,2,Error 1 module ID extension?,0,255,1,,"is always 0, but maybe used if offset 1 is more than 255"
0x00C2,3,Error 1 reason,0,255,1,enum,"found so far: 0x00=fatal, 0x02/0x04/0x06=locked, 0x08=safety shutdown with restart, 0x0A=safety shutdown blocking, 0x0C=controlled shutdown, 0x0E=standard, 0x10=minor, 0x12/0x13=reset after maintenance, 0x14=maintenance"
0x00C2,4.0,Error 1 Log error,0,1,1,bool,"1=yes, 0=no"
0x00C2,4.1-4.4,Error 1 display level,0,?,1,enum,"0=no display, 2=expert, 4=installer, 8=user"
0x00C2,5-7,Error 1 code,0,255,1,ASCII,displayed error code
0x00C2,8-9,Error 1 code numeric,0,65535,1,enum,numerical part of displayed error
0x00C2,10,Error 1 start year,0,255,1,,"Ignore bit 7, bit 0-6 give the year + 2000. If year is 0, it looks like a relative time from power on of the device and minutes are stored in offset 11-13"
0x00C2,11,Error 1 start month,0,12,1,,"may be bigger than 12 if minutes since power on are stored here, see comment on offset 10"
0x00C2,12,Error 1 start hour,0,23,1,,"may be bigger than 23 if minutes since power on are stored here, see comment on offset 10"
0x00C2,13,Error 1 start day,0,31,1,,"may be bigger than 31 if minutes since power on are stored here, see comment on offset 10"
0x00C2,14,Error 1 start minute,0,59,1,,"Is 0 if offset 10 is 0 and a relative time is stored in offset 11-13"
0x00C2,15,Error 1 end year,0,255,1,,"Ignore bit 7, bit 0-6 give the year + 2000. If year is 0, it looks like a relative time from power on of the device and minutes are stored in offset 11-13"
0x00C2,16,Error 1 end month,0,12,1,,"may be bigger than 12 if minutes since power on are stored here, see comment on offset 10"
0x00C2,17,Error 1 end hour,0,23,1,,"may be bigger than 23 if minutes since power on are stored here, see comment on offset 10"
0x00C2,18,Error 1 end day,0,31,1,,"may be bigger than 31 if minutes since power on are stored here, see comment on offset 10"
0x00C2,19,Error 1 end minute,0,59,1,,"Is 0 if offset 10 is 0 and a relative time is stored in offset 11-13"
0x00C2,20-39,Error 2,,,,,same as offset 0 ff. for error 1
0x00C2,40-59,Error 3,,,,,same as offset 0 ff. for error 1
0x00C2,60-79,Error 4,,,,,same as offset 0 ff. for error 1
0x00C2,80-99,Error 5,,,,,same as offset 0 ff. for error 1
0x00C2,100-119,Error 6,,,,,same as offset 0 ff. for error 1
0x00C2,120-139,Error 7,,,,,same as offset 0 ff. for error 1
0x00C2,140-159,Error 8,,,,,same as offset 0 ff. for error 1
0x00C2,160-179,Error 9,,,,,same as offset 0 ff. for error 1
0x00C2,180-199,Error 10,,,,,same as offset 0 ff. for error 1
0x00C6,0,Error UID,0,254,1,,ID of error 1
0x00C6,1,Error 1 source address,0,127,1,,"if 0x00, then no error"
0x00C6,2,Error 1 module ID,0,255,1,,same as in telegram 0x02 offset 0
0x00C6,3,Error 1 module ID extension?,0,255,1,,"is always 0, but maybe used if offset 1 is more than 255"
0x00C6,4,Error 1 reason,0,255,1,enum,"found so far: 0x00=fatal, 0x02/0x04/0x06=locked, 0x08=safety shutdown with restart, 0x0A=safety shutdown blocking, 0x0C=controlled shutdown, 0x0E=standard, 0x10=minor, 0x12/0x13=reset after maintenance, 0x14=maintenance"
0x00C6,5.0,Error 1 Log error,0,1,1,bool,"1=yes, 0=no"
0x00C6,5.1-5.4,Error 1 display level,0,?,1,enum,"0=no display, 2=expert, 4=installer, 8=user"
0x00C6,6-8,Error 1 code,0,255,1,ASCII,displayed error code
0x00C6,9-10,Error 1 code numeric,0,65535,1,enum,numerical part of displayed error
0x00C6,11,Error 1 start year,0,255,1,,"Ignore bit 7, bit 0-6 give the year + 2000. If year is 0, it looks like a relative time from power on of the device and minutes are stored in offset 11-13"
0x00C6,12,Error 1 start month,0,12,1,,"may be bigger than 12 if minutes since power on are stored here, see comment on offset 10"
0x00C6,13,Error 1 start hour,0,23,1,,"may be bigger than 23 if minutes since power on are stored here, see comment on offset 10"
0x00C6,14,Error 1 start day,0,31,1,,"may be bigger than 31 if minutes since power on are stored here, see comment on offset 10"
0x00C6,15,Error 1 start minute,0,59,1,,"Is 0 if offset 10 is 0 and a relative time is stored in offset 11-13"
0x00C6,16,Error 1 end year,0,255,1,,"Ignore bit 7, bit 0-6 give the year + 2000. If year is 0, it looks like a relative time from power on of the device and minutes are stored in offset 11-13"
0x00C6,17,Error 1 end month,0,12,1,,"may be bigger than 12 if minutes since power on are stored here, see comment on offset 10"
0x00C6,18,Error 1 end hour,0,23,1,,"may be bigger than 23 if minutes since power on are stored here, see comment on offset 10"
0x00C6,19,Error 1 end day,0,31,1,,"may be bigger than 31 if minutes since power on are stored here, see comment on offset 10"
0x00C6,20,Error 1 end minute,0,59,1,,"Is 0 if offset 10 is 0 and a relative time is stored in offset 11-13"
0x00C6,21-41,Error 2,,,,,same as offset 0 ff. for error 1
0x00C6,42-62,Error 3,,,,,same as offset 0 ff. for error 1
0x00C6,63-83,Error 4,,,,,same as offset 0 ff. for error 1
0x00C6,84-104,Error 5,,,,,same as offset 0 ff. for error 1
0x00C6,105-125,Error 6,,,,,same as offset 0 ff. for error 1
0x00C6,126-146,Error 7,,,,,same as offset 0 ff. for error 1
0x00C6,147-167,Error 8,,,,,same as offset 0 ff. for error 1
0x00C6,168-188,Error 9,,,,,same as offset 0 ff. for error 1
0x00C6,189-209,Error 10,,,,,same as offset 0 ff. for error 1
0x00C7,0,Error UID,0,254,1,,ID of error 11
0x00C7,1,Error 11 source address,0,127,1,,"if 0x00, then no error"
0x00C7,2,Error 11 module ID,0,255,1,,same as in telegram 0x02 offset 0
0x00C7,3,Error 11 module ID extension?,0,255,1,,"is always 0, but maybe used if offset 1 is more than 255"
0x00C7,4,Error 11 reason,0,255,1,enum,"found so far: 0x00=fatal, 0x02/0x04/0x06=locked, 0x08=safety shutdown with restart, 0x0A=safety shutdown blocking, 0x0C=controlled shutdown, 0x0E=standard, 0x10=minor, 0x12/0x13=reset after maintenance, 0x14=maintenance"
0x00C7,5.0,Error 11 Log error,0,1,1,bool,"1=yes, 0=no"
0x00C7,5.1-5.4,Error 11 display level,0,?,1,enum,"0=no display, 2=expert, 4=installer, 8=user"
0x00C7,6-8,Error 11 code,0,255,1,ASCII,displayed error code
0x00C7,9-10,Error 11 code numeric,0,65535,1,enum,numerical part of displayed error
0x00C7,11,Error 11 start year,0,255,1,,"Ignore bit 7, bit 0-6 give the year + 2000. If year is 0, it looks like a relative time from power on of the device and minutes are stored in offset 11-13"
0x00C7,12,Error 11 start month,0,12,1,,"may be bigger than 12 if minutes since power on are stored here, see comment on offset 10"
0x00C7,13,Error 11 start hour,0,23,1,,"may be bigger than 23 if minutes since power on are stored here, see comment on offset 10"
0x00C7,14,Error 11 start day,0,31,1,,"may be bigger than 31 if minutes since power on are stored here, see comment on offset 10"
0x00C7,15,Error 11 start minute,0,59,1,,"Is 0 if offset 10 is 0 and a relative time is stored in offset 11-13"
0x00C7,16,Error 11 end year,0,255,1,,"Ignore bit 7, bit 0-6 give the year + 2000. If year is 0, it looks like a relative time from power on of the device and minutes are stored in offset 11-13"
0x00C7,17,Error 11 end month,0,12,1,,"may be bigger than 12 if minutes since power on are stored here, see comment on offset 10"
0x00C7,18,Error 11 end hour,0,23,1,,"may be bigger than 23 if minutes since power on are stored here, see comment on offset 10"
0x00C7,19,Error 11 end day,0,31,1,,"may be bigger than 31 if minutes since power on are stored here, see comment on offset 10"
0x00C7,20,Error 11 end minute,0,59,1,,"Is 0 if offset 10 is 0 and a relative time is stored in offset 11-13"
0x00C7,21-41,Error 12,,,,,same as offset 0 ff. for error 11
0x00C7,42-62,Error 13,,,,,same as offset 0 ff. for error 11
0x00C7,63-83,Error 14,,,,,same as offset 0 ff. for error 11
0x00C7,84-104,Error 15,,,,,same as offset 0 ff. for error 11
0x00C7,105-125,Error 16,,,,,same as offset 0 ff. for error 11
0x00C7,126-146,Error 17,,,,,same as offset 0 ff. for error 11
0x00C7,147-167,Error 18,,,,,same as offset 0 ff. for error 11
0x00C7,168-188,Error 19,,,,,same as offset 0 ff. for error 11
0x00C7,189-209,Error 20,,,,,same as offset 0 ff. for error 11
0x00FB,,,,,,,No data fields documented - metadata only (see metadata file)
0x00BF,0,Source address,0,127,1,,0=invalid
0x00BF,1,module ID,0,255,1,,0=invalid
0x00BF,2,module ID,0,255,1,,if offset 1 > 255
0x00BF,3,Error 1,0,255,1,enum,"error with highest prio; enums see 0x00C0/0x00C2 offset 3 and 0x00C6 offset 4"
0x00BF,4.0,Error 1 logging,0,1,1,bool,"Log this error, see also 0x00C0/0x00C2 offset 4.0 and 0x00C6 offset 5.0"
0x00BF,4.1-4.4,Error 1 display level,0,15,1,enum,see 0x00C0/0x00C2 offset 4.1-4.4 and 0x00C6 offset 5.1-5.4
0x00BF,4.5,Error 1 local overrule,0,1,1,bool,
0x00BF,5-7,Error 1 display code,0,255,1,ASCII,"see 0x00C0/0x00C2 offset 5-7 and 0x00C6 offset 6-8; displayed error"
0x00BF,8-9,Error 1 code numeric,0,65535,1,enum,"see 0x00C0/0x00C2 offset 8-9 and 0x00C6 offset 9-10; numerical part of displayed error"
0x00BF,10-16,Error 2,,,,,"next lower prio error; offsets see 3-9"
0x00BF,17-23,Error 3,,,,,"next lower prio error; offsets see 3-9"
0x00C0,0,Error 1 source address,0,127,1,,"if 0x00, then no error"
0x00C0,1,Error 1 module ID,0,255,1,,same as in telegram 0x02 offset 0
0x00C0,2,Error 1 module ID extension?,0,255,1,,"is always 0, but maybe used if offset 1 is more than 255"
0x00C0,3,Error 1 reason,0,255,1,enum,"found so far: 0x00=fatal, 0x02/0x04/0x06=locked, 0x08=safety shutdown with restart, 0x0A=safety shutdown blocking, 0x0C=controlled shutdown, 0x0E=standard, 0x10=minor, 0x12/0x13=reset after maintenance, 0x14=maintenance"
0x00C0,4.0,Error 1 Log error,0,1,1,bool,"1=yes, 0=no"
0x00C0,4.1-4.4,Error 1 display level,0,15,1,enum,"0=no display, 2=expert, 4=installer, 8=user"
0x00C0,5-7,Error 1 code,0,255,1,ASCII,displayed error code
0x00C0,8-9,Error 1 code numeric,0,65535,1,enum,numerical part of displayed error
0x00C0,10,Error 1 start year,0,255,1,,"Ignore bit 7, bit 0-6 give the year + 2000. If year is 0, it looks like a relative time from power on of the device and minutes are stored in offset 11-13"
0x00C0,11,Error 1 start month,0,12,1,,"may be bigger than 12 if minutes since power on are stored here, see comment on offset 10"
0x00C0,12,Error 1 start hour,0,23,1,,"may be bigger than 23 if minutes since power on are stored here, see comment on offset 10"
0x00C0,13,Error 1 start day,0,31,1,,"may be bigger than 31 if minutes since power on are stored here, see comment on offset 10"
0x00C0,14,Error 1 start minute,0,59,1,,"Is 0 if offset 10 is 0 and a relative time is stored in offset 11-13"
0x00C0,15,Error 1 end year,0,255,1,,"Ignore bit 7, bit 0-6 give the year + 2000. If year is 0, it looks like a relative time from power on of the device and minutes are stored in offset 11-13"
0x00C0,16,Error 1 end month,0,12,1,,"may be bigger than 12 if minutes since power on are stored here, see comment on offset 10"
0x00C0,17,Error 1 end hour,0,23,1,,"may be bigger than 23 if minutes since power on are stored here, see comment on offset 10"
0x00C0,18,Error 1 end day,0,31,1,,"may be bigger than 31 if minutes since power on are stored here, see comment on offset 10"
0x00C0,19,Error 1 end minute,0,59,1,,"Is 0 if offset 10 is 0 and a relative time is stored in offset 11-13"
0x00C0,20-39,Error 2,,,,,same as offset 0 ff. for error 1
0x00C0,40-59,Error 3,,,,,same as offset 0 ff. for error 1
0x00C0,60-79,Error 4,,,,,same as offset 0 ff. for error 1
0x00C0,80-99,Error 5,,,,,same as offset 0 ff. for error 1
0x00C0,100-119,Error 6,,,,,same as offset 0 ff. for error 1
0x00C0,120-139,Error 7,,,,,same as offset 0 ff. for error 1
0x00C0,140-159,Error 8,,,,,same as offset 0 ff. for error 1
0x00C0,160-179,Error 9,,,,,same as offset 0 ff. for error 1
0x00C0,180-199,Error 10,,,,,same as offset 0 ff. for error 1
0x00C2,0,Error 1 source address,0,127,1,,"if 0x00, then no error"
0x00C2,1,Error 1 module ID,0,255,1,,same as in telegram 0x02 offset 0
0x00C2,2,Error 1 module ID extension?,0,255,1,,"is always 0, but maybe used if offset 1 is more than 255"
0x00C2,3,Error 1 reason,0,255,1,enum,"found so far: 0x00=fatal, 0x02/0x04/0x06=locked, 0x08=safety shutdown with restart, 0x0A=safety shutdown blocking, 0x0C=controlled shutdown, 0x0E=standard, 0x10=minor, 0x12/0x13=reset after maintenance, 0x14=maintenance"
0x00C2,4.0,Error 1 Log error,0,1,1,bool,"1=yes, 0=no"
0x00C2,4.1-4.4,Error 1 display level,0,?,1,enum,"0=no display, 2=expert, 4=installer, 8=user"
0x00C2,5-7,Error 1 code,0,255,1,ASCII,displayed error code
0x00C2,8-9,Error 1 code numeric,0,65535,1,enum,numerical part of displayed error
0x00C2,10,Error 1 start year,0,255,1,,"Ignore bit 7, bit 0-6 give the year + 2000. If year is 0, it looks like a relative time from power on of the device and minutes are stored in offset 11-13"
0x00C2,11,Error 1 start month,0,12,1,,"may be bigger than 12 if minutes since power on are stored here, see comment on offset 10"
0x00C2,12,Error 1 start hour,0,23,1,,"may be bigger than 23 if minutes since power on are stored here, see comment on offset 10"
0x00C2,13,Error 1 start day,0,31,1,,"may be bigger than 31 if minutes since power on are stored here, see comment on offset 10"
0x00C2,14,Error 1 start minute,0,59,1,,"Is 0 if offset 10 is 0 and a relative time is stored in offset 11-13"
0x00C2,15,Error 1 end year,0,255,1,,"Ignore bit 7, bit 0-6 give the year + 2000. If year is 0, it looks like a relative time from power on of the device and minutes are stored in offset 11-13"
0x00C2,16,Error 1 end month,0,12,1,,"may be bigger than 12 if minutes since power on are stored here, see comment on offset 10"
0x00C2,17,Error 1 end hour,0,23,1,,"may be bigger than 23 if minutes since power on are stored here, see comment on offset 10"
0x00C2,18,Error 1 end day,0,31,1,,"may be bigger than 31 if minutes since power on are stored here, see comment on offset 10"
0x00C2,19,Error 1 end minute,0,59,1,,"Is 0 if offset 10 is 0 and a relative time is stored in offset 11-13"
0x00C2,20-39,Error 2,,,,,same as offset 0 ff. for error 1
0x00C2,40-59,Error 3,,,,,same as offset 0 ff. for error 1
0x00C2,60-79,Error 4,,,,,same as offset 0 ff. for error 1
0x00C2,80-99,Error 5,,,,,same as offset 0 ff. for error 1
0x00C2,100-119,Error 6,,,,,same as offset 0 ff. for error 1
0x00C2,120-139,Error 7,,,,,same as offset 0 ff. for error 1
0x00C2,140-159,Error 8,,,,,same as offset 0 ff. for error 1
0x00C2,160-179,Error 9,,,,,same as offset 0 ff. for error 1
0x00C2,180-199,Error 10,,,,,same as offset 0 ff. for error 1
0x00C6,0,Error UID,0,254,1,,ID of error 1
0x00C6,1,Error 1 source address,0,127,1,,"if 0x00, then no error"
0x00C6,2,Error 1 module ID,0,255,1,,same as in telegram 0x02 offset 0
0x00C6,3,Error 1 module ID extension?,0,255,1,,"is always 0, but maybe used if offset 1 is more than 255"
0x00C6,4,Error 1 reason,0,255,1,enum,"found so far: 0x00=fatal, 0x02/0x04/0x06=locked, 0x08=safety shutdown with restart, 0x0A=safety shutdown blocking, 0x0C=controlled shutdown, 0x0E=standard, 0x10=minor, 0x12/0x13=reset after maintenance, 0x14=maintenance"
